#                             P           Q
#                R                 7s 
     1      1.1364E-08   3.2819E-07 -1.0305E-11
     2      1.1478E-08   3.3149E-07 -1.0513E-11
     3      1.1593E-08   3.3482E-07 -1.0725E-11
     4      1.1710E-08   3.3818E-07 -1.0942E-11
     5      1.1827E-08   3.4158E-07 -1.1163E-11
     6      1.1946E-08   3.4501E-07 -1.1388E-11
     7      1.2066E-08   3.4848E-07 -1.1619E-11
     8      1.2188E-08   3.5198E-07 -1.1853E-11
     9      1.2310E-08   3.5552E-07 -1.2093E-11
    10      1.2434E-08   3.5909E-07 -1.2337E-11
    11      1.2559E-08   3.6270E-07 -1.2586E-11
    12      1.2685E-08   3.6635E-07 -1.2840E-11
    13      1.2812E-08   3.7003E-07 -1.3100E-11
    14      1.2941E-08   3.7375E-07 -1.3364E-11
    15      1.3071E-08   3.7751E-07 -1.3634E-11
    16      1.3203E-08   3.8130E-07 -1.3910E-11
    17      1.3335E-08   3.8513E-07 -1.4191E-11
    18      1.3469E-08   3.8900E-07 -1.4478E-11
    19      1.3605E-08   3.9291E-07 -1.4770E-11
    20      1.3741E-08   3.9686E-07 -1.5068E-11
    21      1.3880E-08   4.0085E-07 -1.5373E-11
    22      1.4019E-08   4.0488E-07 -1.5683E-11
    23      1.4160E-08   4.0895E-07 -1.6000E-11
    24      1.4302E-08   4.1306E-07 -1.6323E-11
    25      1.4446E-08   4.1721E-07 -1.6653E-11
    26      1.4591E-08   4.2140E-07 -1.6990E-11
    27      1.4738E-08   4.2564E-07 -1.7333E-11
    28      1.4886E-08   4.2991E-07 -1.7683E-11
    29      1.5036E-08   4.3423E-07 -1.8040E-11
    30      1.5187E-08   4.3860E-07 -1.8405E-11
    31      1.5339E-08   4.4301E-07 -1.8776E-11
    32      1.5493E-08   4.4746E-07 -1.9156E-11
    33      1.5649E-08   4.5196E-07 -1.9543E-11
    34      1.5806E-08   4.5650E-07 -1.9937E-11
    35      1.5965E-08   4.6109E-07 -2.0340E-11
    36      1.6126E-08   4.6572E-07 -2.0751E-11
    37      1.6288E-08   4.7040E-07 -2.1170E-11
    38      1.6452E-08   4.7513E-07 -2.1598E-11
    39      1.6617E-08   4.7990E-07 -2.2034E-11
    40      1.6784E-08   4.8473E-07 -2.2479E-11
    41      1.6953E-08   4.8960E-07 -2.2934E-11
    42      1.7123E-08   4.9452E-07 -2.3397E-11
    43      1.7295E-08   4.9949E-07 -2.3869E-11
    44      1.7469E-08   5.0451E-07 -2.4352E-11
    45      1.7644E-08   5.0958E-07 -2.4844E-11
    46      1.7822E-08   5.1470E-07 -2.5345E-11
    47      1.8001E-08   5.1987E-07 -2.5857E-11
    48      1.8182E-08   5.2510E-07 -2.6380E-11
    49      1.8364E-08   5.3037E-07 -2.6913E-11
    50      1.8549E-08   5.3571E-07 -2.7456E-11
    51      1.8735E-08   5.4109E-07 -2.8011E-11
    52      1.8924E-08   5.4653E-07 -2.8577E-11
    53      1.9114E-08   5.5202E-07 -2.9154E-11
    54      1.9306E-08   5.5757E-07 -2.9743E-11
    55      1.9500E-08   5.6317E-07 -3.0344E-11
    56      1.9696E-08   5.6883E-07 -3.0957E-11
    57      1.9894E-08   5.7455E-07 -3.1582E-11
    58      2.0094E-08   5.8032E-07 -3.2220E-11
    59      2.0296E-08   5.8615E-07 -3.2871E-11
    60      2.0500E-08   5.9205E-07 -3.3535E-11
    61      2.0706E-08   5.9800E-07 -3.4213E-11
    62      2.0914E-08   6.0401E-07 -3.4904E-11
    63      2.1124E-08   6.1008E-07 -3.5609E-11
    64      2.1336E-08   6.1621E-07 -3.6328E-11
    65      2.1551E-08   6.2240E-07 -3.7062E-11
    66      2.1768E-08   6.2866E-07 -3.7811E-11
    67      2.1986E-08   6.3497E-07 -3.8575E-11
    68      2.2207E-08   6.4136E-07 -3.9354E-11
    69      2.2430E-08   6.4780E-07 -4.0149E-11
    70      2.2656E-08   6.5431E-07 -4.0960E-11
    71      2.2884E-08   6.6089E-07 -4.1788E-11
    72      2.3114E-08   6.6753E-07 -4.2632E-11
    73      2.3346E-08   6.7424E-07 -4.3493E-11
    74      2.3580E-08   6.8101E-07 -4.4372E-11
    75      2.3817E-08   6.8786E-07 -4.5268E-11
    76      2.4057E-08   6.9477E-07 -4.6182E-11
    77      2.4299E-08   7.0175E-07 -4.7115E-11
    78      2.4543E-08   7.0881E-07 -4.8067E-11
    79      2.4789E-08   7.1593E-07 -4.9038E-11
    80      2.5039E-08   7.2313E-07 -5.0029E-11
    81      2.5290E-08   7.3039E-07 -5.1039E-11
    82      2.5544E-08   7.3773E-07 -5.2071E-11
    83      2.5801E-08   7.4515E-07 -5.3122E-11
    84      2.6060E-08   7.5264E-07 -5.4196E-11
    85      2.6322E-08   7.6020E-07 -5.5290E-11
    86      2.6587E-08   7.6784E-07 -5.6407E-11
    87      2.6854E-08   7.7556E-07 -5.7547E-11
    88      2.7124E-08   7.8335E-07 -5.8709E-11
    89      2.7397E-08   7.9123E-07 -5.9895E-11
    90      2.7672E-08   7.9918E-07 -6.1105E-11
    91      2.7950E-08   8.0721E-07 -6.2340E-11
    92      2.8231E-08   8.1532E-07 -6.3599E-11
    93      2.8515E-08   8.2352E-07 -6.4884E-11
    94      2.8801E-08   8.3179E-07 -6.6195E-11
    95      2.9091E-08   8.4015E-07 -6.7532E-11
    96      2.9383E-08   8.4860E-07 -6.8896E-11
    97      2.9678E-08   8.5713E-07 -7.0288E-11
    98      2.9977E-08   8.6574E-07 -7.1708E-11
    99      3.0278E-08   8.7444E-07 -7.3156E-11
   100      3.0582E-08   8.8323E-07 -7.4634E-11
   101      3.0890E-08   8.9211E-07 -7.6142E-11
   102      3.1200E-08   9.0107E-07 -7.7680E-11
   103      3.1514E-08   9.1013E-07 -7.9249E-11
   104      3.1830E-08   9.1927E-07 -8.0850E-11
   105      3.2150E-08   9.2851E-07 -8.2484E-11
   106      3.2473E-08   9.3784E-07 -8.4150E-11
   107      3.2800E-08   9.4727E-07 -8.5850E-11
   108      3.3129E-08   9.5679E-07 -8.7584E-11
   109      3.3462E-08   9.6641E-07 -8.9353E-11
   110      3.3799E-08   9.7612E-07 -9.1158E-11
   111      3.4138E-08   9.8593E-07 -9.3000E-11
   112      3.4481E-08   9.9584E-07 -9.4879E-11
   113      3.4828E-08   1.0058E-06 -9.6795E-11
   114      3.5178E-08   1.0160E-06 -9.8751E-11
   115      3.5531E-08   1.0262E-06 -1.0075E-10
   116      3.5889E-08   1.0365E-06 -1.0278E-10
   117      3.6249E-08   1.0469E-06 -1.0486E-10
   118      3.6614E-08   1.0574E-06 -1.0698E-10
   119      3.6982E-08   1.0680E-06 -1.0914E-10
   120      3.7353E-08   1.0788E-06 -1.1134E-10
   121      3.7729E-08   1.0896E-06 -1.1359E-10
   122      3.8108E-08   1.1006E-06 -1.1589E-10
   123      3.8491E-08   1.1116E-06 -1.1823E-10
   124      3.8878E-08   1.1228E-06 -1.2061E-10
   125      3.9268E-08   1.1341E-06 -1.2305E-10
   126      3.9663E-08   1.1455E-06 -1.2554E-10
   127      4.0062E-08   1.1570E-06 -1.2807E-10
   128      4.0464E-08   1.1686E-06 -1.3066E-10
   129      4.0871E-08   1.1804E-06 -1.3330E-10
   130      4.1282E-08   1.1922E-06 -1.3599E-10
   131      4.1697E-08   1.2042E-06 -1.3874E-10
   132      4.2116E-08   1.2163E-06 -1.4154E-10
   133      4.2539E-08   1.2285E-06 -1.4440E-10
   134      4.2966E-08   1.2409E-06 -1.4732E-10
   135      4.3398E-08   1.2534E-06 -1.5029E-10
   136      4.3834E-08   1.2660E-06 -1.5333E-10
   137      4.4275E-08   1.2787E-06 -1.5643E-10
   138      4.4720E-08   1.2915E-06 -1.5959E-10
   139      4.5169E-08   1.3045E-06 -1.6281E-10
   140      4.5623E-08   1.3176E-06 -1.6610E-10
   141      4.6082E-08   1.3309E-06 -1.6946E-10
   142      4.6545E-08   1.3442E-06 -1.7288E-10
   143      4.7013E-08   1.3578E-06 -1.7637E-10
   144      4.7485E-08   1.3714E-06 -1.7994E-10
   145      4.7962E-08   1.3852E-06 -1.8357E-10
   146      4.8444E-08   1.3991E-06 -1.8728E-10
   147      4.8931E-08   1.4132E-06 -1.9106E-10
   148      4.9423E-08   1.4274E-06 -1.9492E-10
   149      4.9920E-08   1.4417E-06 -1.9886E-10
   150      5.0422E-08   1.4562E-06 -2.0288E-10
   151      5.0928E-08   1.4708E-06 -2.0698E-10
   152      5.1440E-08   1.4856E-06 -2.1116E-10
   153      5.1957E-08   1.5005E-06 -2.1542E-10
   154      5.2479E-08   1.5156E-06 -2.1977E-10
   155      5.3007E-08   1.5309E-06 -2.2421E-10
   156      5.3539E-08   1.5462E-06 -2.2874E-10
   157      5.4078E-08   1.5618E-06 -2.3336E-10
   158      5.4621E-08   1.5775E-06 -2.3808E-10
   159      5.5170E-08   1.5933E-06 -2.4289E-10
   160      5.5724E-08   1.6093E-06 -2.4779E-10
   161      5.6284E-08   1.6255E-06 -2.5280E-10
   162      5.6850E-08   1.6419E-06 -2.5791E-10
   163      5.7421E-08   1.6584E-06 -2.6312E-10
   164      5.7999E-08   1.6750E-06 -2.6843E-10
   165      5.8581E-08   1.6919E-06 -2.7386E-10
   166      5.9170E-08   1.7089E-06 -2.7939E-10
   167      5.9765E-08   1.7260E-06 -2.8503E-10
   168      6.0366E-08   1.7434E-06 -2.9079E-10
   169      6.0972E-08   1.7609E-06 -2.9666E-10
   170      6.1585E-08   1.7786E-06 -3.0266E-10
   171      6.2204E-08   1.7965E-06 -3.0877E-10
   172      6.2829E-08   1.8145E-06 -3.1501E-10
   173      6.3461E-08   1.8328E-06 -3.2137E-10
   174      6.4098E-08   1.8512E-06 -3.2786E-10
   175      6.4743E-08   1.8698E-06 -3.3449E-10
   176      6.5393E-08   1.8886E-06 -3.4124E-10
   177      6.6050E-08   1.9076E-06 -3.4814E-10
   178      6.6714E-08   1.9267E-06 -3.5517E-10
   179      6.7385E-08   1.9461E-06 -3.6235E-10
   180      6.8062E-08   1.9657E-06 -3.6967E-10
   181      6.8746E-08   1.9854E-06 -3.7713E-10
   182      6.9437E-08   2.0054E-06 -3.8475E-10
   183      7.0135E-08   2.0255E-06 -3.9252E-10
   184      7.0840E-08   2.0459E-06 -4.0045E-10
   185      7.1552E-08   2.0664E-06 -4.0854E-10
   186      7.2271E-08   2.0872E-06 -4.1680E-10
   187      7.2997E-08   2.1082E-06 -4.2522E-10
   188      7.3731E-08   2.1294E-06 -4.3381E-10
   189      7.4472E-08   2.1508E-06 -4.4257E-10
   190      7.5220E-08   2.1724E-06 -4.5151E-10
   191      7.5976E-08   2.1942E-06 -4.6063E-10
   192      7.6740E-08   2.2163E-06 -4.6994E-10
   193      7.7511E-08   2.2386E-06 -4.7943E-10
   194      7.8290E-08   2.2610E-06 -4.8912E-10
   195      7.9077E-08   2.2838E-06 -4.9900E-10
   196      7.9871E-08   2.3067E-06 -5.0908E-10
   197      8.0674E-08   2.3299E-06 -5.1936E-10
   198      8.1485E-08   2.3533E-06 -5.2985E-10
   199      8.2304E-08   2.3770E-06 -5.4056E-10
   200      8.3131E-08   2.4009E-06 -5.5148E-10
   201      8.3967E-08   2.4250E-06 -5.6262E-10
   202      8.4810E-08   2.4494E-06 -5.7398E-10
   203      8.5663E-08   2.4740E-06 -5.8558E-10
   204      8.6524E-08   2.4988E-06 -5.9741E-10
   205      8.7393E-08   2.5240E-06 -6.0948E-10
   206      8.8272E-08   2.5493E-06 -6.2179E-10
   207      8.9159E-08   2.5749E-06 -6.3435E-10
   208      9.0055E-08   2.6008E-06 -6.4716E-10
   209      9.0960E-08   2.6270E-06 -6.6024E-10
   210      9.1874E-08   2.6534E-06 -6.7357E-10
   211      9.2797E-08   2.6800E-06 -6.8718E-10
   212      9.3730E-08   2.7070E-06 -7.0106E-10
   213      9.4672E-08   2.7342E-06 -7.1523E-10
   214      9.5623E-08   2.7617E-06 -7.2967E-10
   215      9.6585E-08   2.7894E-06 -7.4442E-10
   216      9.7555E-08   2.8174E-06 -7.5945E-10
   217      9.8536E-08   2.8458E-06 -7.7480E-10
   218      9.9526E-08   2.8744E-06 -7.9045E-10
   219      1.0053E-07   2.9032E-06 -8.0642E-10
   220      1.0154E-07   2.9324E-06 -8.2271E-10
   221      1.0256E-07   2.9619E-06 -8.3933E-10
   222      1.0359E-07   2.9917E-06 -8.5628E-10
   223      1.0463E-07   3.0217E-06 -8.7358E-10
   224      1.0568E-07   3.0521E-06 -8.9123E-10
   225      1.0674E-07   3.0828E-06 -9.0923E-10
   226      1.0782E-07   3.1138E-06 -9.2760E-10
   227      1.0890E-07   3.1450E-06 -9.4634E-10
   228      1.0999E-07   3.1767E-06 -9.6545E-10
   229      1.1110E-07   3.2086E-06 -9.8496E-10
   230      1.1222E-07   3.2408E-06 -1.0049E-09
   231      1.1334E-07   3.2734E-06 -1.0252E-09
   232      1.1448E-07   3.3063E-06 -1.0459E-09
   233      1.1563E-07   3.3395E-06 -1.0670E-09
   234      1.1679E-07   3.3731E-06 -1.0885E-09
   235      1.1797E-07   3.4070E-06 -1.1105E-09
   236      1.1915E-07   3.4412E-06 -1.1330E-09
   237      1.2035E-07   3.4758E-06 -1.1559E-09
   238      1.2156E-07   3.5107E-06 -1.1792E-09
   239      1.2278E-07   3.5460E-06 -1.2030E-09
   240      1.2402E-07   3.5817E-06 -1.2273E-09
   241      1.2526E-07   3.6177E-06 -1.2521E-09
   242      1.2652E-07   3.6540E-06 -1.2774E-09
   243      1.2779E-07   3.6907E-06 -1.3032E-09
   244      1.2908E-07   3.7278E-06 -1.3296E-09
   245      1.3038E-07   3.7653E-06 -1.3564E-09
   246      1.3169E-07   3.8031E-06 -1.3838E-09
   247      1.3301E-07   3.8414E-06 -1.4118E-09
   248      1.3435E-07   3.8800E-06 -1.4403E-09
   249      1.3570E-07   3.9190E-06 -1.4694E-09
   250      1.3706E-07   3.9584E-06 -1.4991E-09
   251      1.3844E-07   3.9981E-06 -1.5294E-09
   252      1.3983E-07   4.0383E-06 -1.5602E-09
   253      1.4123E-07   4.0789E-06 -1.5918E-09
   254      1.4265E-07   4.1199E-06 -1.6239E-09
   255      1.4409E-07   4.1613E-06 -1.6567E-09
   256      1.4554E-07   4.2031E-06 -1.6902E-09
   257      1.4700E-07   4.2454E-06 -1.7243E-09
   258      1.4848E-07   4.2880E-06 -1.7592E-09
   259      1.4997E-07   4.3311E-06 -1.7947E-09
   260      1.5147E-07   4.3747E-06 -1.8310E-09
   261      1.5300E-07   4.4186E-06 -1.8680E-09
   262      1.5453E-07   4.4630E-06 -1.9057E-09
   263      1.5609E-07   4.5079E-06 -1.9442E-09
   264      1.5766E-07   4.5532E-06 -1.9835E-09
   265      1.5924E-07   4.5990E-06 -2.0235E-09
   266      1.6084E-07   4.6452E-06 -2.0644E-09
   267      1.6246E-07   4.6919E-06 -2.1061E-09
   268      1.6409E-07   4.7390E-06 -2.1487E-09
   269      1.6574E-07   4.7866E-06 -2.1921E-09
   270      1.6741E-07   4.8347E-06 -2.2363E-09
   271      1.6909E-07   4.8833E-06 -2.2815E-09
   272      1.7079E-07   4.9324E-06 -2.3276E-09
   273      1.7250E-07   4.9820E-06 -2.3746E-09
   274      1.7424E-07   5.0321E-06 -2.4226E-09
   275      1.7599E-07   5.0826E-06 -2.4715E-09
   276      1.7776E-07   5.1337E-06 -2.5215E-09
   277      1.7954E-07   5.1853E-06 -2.5724E-09
   278      1.8135E-07   5.2374E-06 -2.6244E-09
   279      1.8317E-07   5.2901E-06 -2.6774E-09
   280      1.8501E-07   5.3432E-06 -2.7315E-09
   281      1.8687E-07   5.3969E-06 -2.7867E-09
   282      1.8875E-07   5.4512E-06 -2.8430E-09
   283      1.9065E-07   5.5059E-06 -2.9004E-09
   284      1.9256E-07   5.5613E-06 -2.9590E-09
   285      1.9450E-07   5.6172E-06 -3.0187E-09
   286      1.9645E-07   5.6736E-06 -3.0797E-09
   287      1.9843E-07   5.7306E-06 -3.1419E-09
   288      2.0042E-07   5.7882E-06 -3.2054E-09
   289      2.0243E-07   5.8464E-06 -3.2702E-09
   290      2.0447E-07   5.9052E-06 -3.3362E-09
   291      2.0652E-07   5.9645E-06 -3.4036E-09
   292      2.0860E-07   6.0245E-06 -3.4724E-09
   293      2.1070E-07   6.0850E-06 -3.5425E-09
   294      2.1281E-07   6.1462E-06 -3.6141E-09
   295      2.1495E-07   6.2079E-06 -3.6871E-09
   296      2.1711E-07   6.2703E-06 -3.7616E-09
   297      2.1930E-07   6.3333E-06 -3.8376E-09
   298      2.2150E-07   6.3970E-06 -3.9151E-09
   299      2.2373E-07   6.4613E-06 -3.9942E-09
   300      2.2597E-07   6.5262E-06 -4.0749E-09
   301      2.2824E-07   6.5918E-06 -4.1572E-09
   302      2.3054E-07   6.6581E-06 -4.2412E-09
   303      2.3286E-07   6.7250E-06 -4.3269E-09
   304      2.3520E-07   6.7926E-06 -4.4143E-09
   305      2.3756E-07   6.8608E-06 -4.5034E-09
   306      2.3995E-07   6.9298E-06 -4.5944E-09
   307      2.4236E-07   6.9994E-06 -4.6872E-09
   308      2.4479E-07   7.0698E-06 -4.7819E-09
   309      2.4725E-07   7.1408E-06 -4.8785E-09
   310      2.4974E-07   7.2126E-06 -4.9771E-09
   311      2.5225E-07   7.2851E-06 -5.0776E-09
   312      2.5478E-07   7.3583E-06 -5.1802E-09
   313      2.5735E-07   7.4322E-06 -5.2848E-09
   314      2.5993E-07   7.5069E-06 -5.3916E-09
   315      2.6254E-07   7.5824E-06 -5.5005E-09
   316      2.6518E-07   7.6586E-06 -5.6116E-09
   317      2.6785E-07   7.7356E-06 -5.7250E-09
   318      2.7054E-07   7.8133E-06 -5.8406E-09
   319      2.7326E-07   7.8918E-06 -5.9586E-09
   320      2.7600E-07   7.9711E-06 -6.0790E-09
   321      2.7878E-07   8.0513E-06 -6.2018E-09
   322      2.8158E-07   8.1322E-06 -6.3271E-09
   323      2.8441E-07   8.2139E-06 -6.4549E-09
   324      2.8727E-07   8.2965E-06 -6.5853E-09
   325      2.9016E-07   8.3798E-06 -6.7183E-09
   326      2.9307E-07   8.4641E-06 -6.8541E-09
   327      2.9602E-07   8.5491E-06 -6.9925E-09
   328      2.9899E-07   8.6350E-06 -7.1338E-09
   329      3.0200E-07   8.7218E-06 -7.2779E-09
   330      3.0503E-07   8.8095E-06 -7.4249E-09
   331      3.0810E-07   8.8980E-06 -7.5749E-09
   332      3.1119E-07   8.9874E-06 -7.7279E-09
   333      3.1432E-07   9.0778E-06 -7.8840E-09
   334      3.1748E-07   9.1690E-06 -8.0433E-09
   335      3.2067E-07   9.2611E-06 -8.2058E-09
   336      3.2389E-07   9.3542E-06 -8.3716E-09
   337      3.2715E-07   9.4482E-06 -8.5407E-09
   338      3.3044E-07   9.5432E-06 -8.7132E-09
   339      3.3376E-07   9.6391E-06 -8.8892E-09
   340      3.3711E-07   9.7360E-06 -9.0688E-09
   341      3.4050E-07   9.8338E-06 -9.2520E-09
   342      3.4392E-07   9.9327E-06 -9.4389E-09
   343      3.4738E-07   1.0032E-05 -9.6296E-09
   344      3.5087E-07   1.0133E-05 -9.8241E-09
   345      3.5440E-07   1.0235E-05 -1.0023E-08
   346      3.5796E-07   1.0338E-05 -1.0225E-08
   347      3.6156E-07   1.0442E-05 -1.0432E-08
   348      3.6519E-07   1.0547E-05 -1.0642E-08
   349      3.6886E-07   1.0653E-05 -1.0857E-08
